Index,Column,Value,Rank
5271,1627,1,108
5271,1650,1,109
5271,1678,1,110
5271,1801,1,111
5271,1868,10,8
5271,1877,1,112
5271,1928,2,43
5271,1956,1,113
5271,2034,1,114
5271,2064,1,115
5271,2113,1,116
5271,2455,1,117
5271,2467,1,118
5271,2512,1,119
5271,2739,1,120
5271,2834,4,24
5271,2886,1,121
5271,2987,1,122
5271,3024,1,123
5271,3075,1,124
5271,3141,1,125
5271,3148,1,126
5271,3159,1,127
5271,3198,1,128
5271,3218,2,44
5271,3239,1,129
5271,3269,1,130
5271,3468,1,131
5271,3553,1,132
5271,3796,1,133
5271,3953,1,134
5271,3958,1,135
5271,3993,1,136
5271,3999,1,137
5271,4006,1,138
5271,4227,1,139
5271,4265,1,140
5271,4454,1,141
5271,4581,1,142
5271,4625,1,143
5271,4650,1,144
5271,4736,1,145
5271,4907,1,146
5271,5026,4,25
5271,5033,1,147
5271,5090,1,148
5271,5113,1,149
5271,5141,1,150
5271,5142,1,151
5271,5148,1,152
5271,5523,1,153
5271,5719,2,45
5271,5884,1,154
5271,6102,1,155
5271,6273,2,46
5271,6385,1,156
5271,6412,1,157
5271,6426,1,158
5271,6432,1,159
5271,6614,1,160
5271,6650,2,47
5271,6665,1,161
5271,6761,1,162
5271,6820,1,163
5271,6824,1,164
5271,6826,1,165
5271,7013,1,166
5271,7031,1,167
5271,7082,4,26
5271,7136,1,168
5271,7296,1,169
5271,7320,1,170
5271,7345,1,171
5271,7529,1,172
5271,7592,1,173
5271,7630,9,12
5271,7682,2,48
5271,7719,2,49
5271,7868,1,174
5271,7872,3,31
5271,8054,1,175
5271,8125,6,15
5271,8294,28,6
5271,8389,1,176
5271,8471,1,177
5271,8478,2,50
5271,8783,1,178
5271,8806,1,179
5271,8833,6,16
5271,8888,1,180
5271,8944,4,27
5271,9067,1,181
5271,9080,1,182
5271,9154,1,183
5271,9217,1,184
5271,9365,1,185
5271,9412,1,186
5271,9413,2,51
5271,9418,1,187
5271,9492,1,188
5271,9641,1,189
5271,9938,1,190
5271,9951,1,191
5271,9954,2,52
5271,9992,3,32
5271,10051,1,192
5271,10137,1,193
5271,10168,1,194
5271,10220,1,195
5271,10262,1,196
5271,10276,2,53
5271,10295,1,197
5271,10329,1,198
5271,10463,1,199
5271,10654,1,200
5271,10702,3,33
5271,10747,1,201
5271,10766,1,202
5271,10834,1,203
5271,10839,2,54
5271,10855,1,204
5271,10892,1,205
5271,10949,2,55
5271,10966,1,206
5271,11124,1,207
5271,11162,1,208
5271,11308,1,209
5271,11331,4,28
5271,11397,1,210
5271,11451,1,211
5271,11601,1,212
5271,11665,1,213
5271,11766,2,56
5271,11870,1,214
5271,11889,1,215
5271,11994,1,216
5271,12038,2,57
5271,12054,1,217
5271,12099,1,218
5271,12413,1,219
5271,12583,1,220
5271,12636,1,221
5271,12732,1,222
5271,12783,1,223
5271,12848,1,224
5271,12887,1,225
5271,13008,2,58
5271,13026,1,226
5271,13174,1,227
5271,13221,1,228
5271,13249,1,229
5271,13292,1,230
5271,13335,1,231
5271,13403,9,13
5271,13417,1,232
5271,13433,1,233
5271,13577,1,234
5271,13641,1,235
5271,13689,2,59
5271,13695,1,236
5271,13775,1,237
5271,13849,1,238
5271,13892,1,239
5271,14301,1,240
5271,14328,1,241
5271,14336,1,242
5271,14376,1,243
5271,14492,2,60
5271,14707,1,244
5271,14892,1,245
5271,15169,3,34
5271,15359,3,35
5271,15407,1,246
5271,15632,1,247
5271,15691,1,248
5271,15839,1,249
5271,15871,1,250
5271,15990,2,61
5271,16066,1,251
5271,16119,10,9
5271,16125,1,252
5271,16424,2,62
5271,16495,1,253
5271,16536,1,254
5271,16541,1,255
5271,16621,1,256
5271,16628,1,257
5271,16631,1,258
5271,16696,1,259
5271,16889,1,260
5271,16892,1,261
5271,16916,1,262
5271,16923,2,63
5271,16941,3,36
5271,16980,1,263
5271,17007,1,264
5271,17037,1,265
5271,17086,1,266
5271,17120,5,20
5271,17232,1,267
5271,17395,1,268
5271,17680,6,17
5271,17713,1,269
5271,17741,2,64
5271,17773,1,270
5271,17776,1,271
5271,17850,1,272
5271,18045,2,65
5271,18100,43,4
5271,18187,1,273
5271,18238,1,274
5271,18277,1,275
5271,18303,1,276
5271,18445,1,277
5271,18494,1,278
5271,18538,1,279
5271,18586,2,66
5271,18613,1,280
5271,18695,1,281
5271,18712,1,282
5271,18726,1,283
5271,18869,1,284
5271,18886,1,285
5271,19173,2,67
5271,19626,1,286
5271,19651,1,287
5271,19836,2,68
5271,19864,1,288
5271,19961,1,289
5271,20140,2,69
5271,20334,1,290
5271,20357,1,291
5271,20644,1,292
5271,20734,1,293
5271,20796,2,70
5271,20818,2,71
5271,20976,1,294
5271,21083,84,2
5271,21086,1,295
5271,21162,1,296
5271,21374,1,297
5271,21394,6,18
5271,21982,1,298
5271,21989,1,299
5271,22000,1,300
5271,22021,1,301
5271,22061,44,3
5271,22067,2,72
5271,22090,1,302
5271,22151,1,303
5271,22224,1,304
5271,22281,2,73
5271,22439,1,305
5271,22517,1,306
5271,22545,1,307
5271,22697,1,308
5271,22705,1,309
5271,22764,1,310
5271,22862,1,311
5271,22917,3,37
5271,22933,1,312
5271,22994,1,313
5271,23104,1,314
5271,23251,1,315
5271,23296,1,316
5271,23466,1,317
5271,23470,1,318
5271,23476,1,319
5271,23528,1,320
5271,23607,1,321
5271,23729,1,322
5271,23826,1,323
5271,23889,1,324
5271,23893,3,38
5271,23988,1,325
5271,23996,2,74
5271,24159,1,326
5271,24367,1,327
5271,24472,1,328
5271,24757,1,329
5271,24862,1,330
5271,24907,1,331
5271,24962,2,75
5271,24983,1,332
5271,25027,1,333
5271,25172,1,334
5271,25243,1,335
5271,25290,3,39
5271,25412,1,336
5271,25696,1,337
5271,25738,1,338
5271,25778,2,76
5271,25914,1,339
5271,25922,1,340
5271,25932,1,341
5271,26058,1,342
5271,26061,2,77
5271,26124,1,343
5271,26164,1,344
5271,26177,1,345
5271,26256,1,346
5271,26273,1,347
5271,26377,1,348
5271,26410,5,21
5271,26476,1,349
5271,26490,1,350
5271,26530,1,351
5271,26642,5,22
5271,26647,87,1
5271,26666,1,352
5271,26680,1,353
5271,26697,1,354
5271,26726,38,5
5271,26854,1,355
5271,27037,1,356
5271,27042,1,357
5271,27226,1,358
5271,27359,2,78
5271,27369,1,359
5271,27397,1,360
5271,27535,5,23
5271,27667,1,361
5271,27742,2,79
5271,27777,1,362
5271,27792,1,363
5271,27912,4,29
5271,27922,1,364
5271,27926,1,365
5271,28254,2,80
5271,28326,1,366
5271,28346,1,367
5271,28461,1,368
5271,28555,1,369
5271,28910,1,370
5271,28925,1,371
5271,28971,2,81
5271,28986,1,372
5271,29012,1,373
5271,29213,1,374
5271,29303,1,375
5271,29355,1,376
5271,29632,1,377
5271,29645,1,378
5271,29690,1,379
5271,29702,1,380
5271,29733,1,381
5271,29738,1,382
5271,30322,1,383
5271,30399,2,82
5271,30420,1,384
5271,30531,1,385
5271,30739,1,386
5271,30843,1,387
5271,30862,1,388
5271,30882,1,389
5271,30919,1,390
5271,30939,1,391
5271,31077,1,392
5271,31195,1,393
5271,31210,1,394
5271,31397,2,83
5271,31665,1,395
5271,31793,1,396
5271,31805,1,397
5271,31807,1,398
5271,31897,1,399
5271,32002,1,400
5271,32068,1,401
5271,32294,1,402
5271,32321,1,403
5271,32443,1,404
5271,32470,1,405
5271,32614,1,406
5271,32651,1,407
5271,32719,1,408
5271,32837,1,409
5271,32913,1,410
5271,33052,1,411
5271,33092,1,412
5271,33209,2,84
5271,33223,15,7
5271,33244,1,413
5271,33378,4,30
5271,33444,1,414
5271,33674,3,40
5271,33732,2,85
5271,33805,1,415
5271,33852,1,416
5271,33871,1,417
5271,33898,1,418
5271,33939,1,419
5271,33941,1,420
5271,34098,1,421
5271,34103,2,86
5271,34147,1,422
5271,34166,1,423
5271,34168,1,424
5271,34464,1,425
5271,34597,1,426
5271,34681,1,427
5271,34685,1,428
5271,34895,1,429
5271,34926,2,87
5271,34948,1,430
5271,34997,1,431
5271,35017,1,432
5271,35077,6,19
5271,35328,1,433
5271,35364,10,10
5271,35636,1,434
5271,35683,8,14
5271,35841,1,435
5271,35874,1,436
5271,35902,2,88
5271,36006,2,89
5271,36196,1,437
5271,36218,1,438
5271,36230,1,439
5271,36363,1,440
5271,36398,1,441
5271,36462,1,442
5271,36681,1,443
5271,36732,2,90
5271,36777,1,444
5271,36793,1,445
5271,36816,1,446
5271,36981,1,447
5271,37007,1,448
5271,37017,2,91
5271,37221,1,449
5271,37230,1,450
5271,37407,1,451
5271,37802,1,452
5271,37859,1,453
5271,38183,10,11
5271,38338,1,454
5271,38342,1,455
5271,38374,1,456
5271,38377,1,457
5271,38478,1,458
5271,38524,1,459
5271,38568,2,92
5271,38576,1,460
5271,38599,1,461
5271,38627,1,462
5271,38645,1,463
5271,38659,2,93
19682,25,1,67
19682,66,1,68
19682,129,1,69
19682,141,2,34
19682,332,1,70
19682,341,1,71
19682,357,1,72
19682,514,1,73
19682,733,1,74
19682,796,1,75
19682,817,1,76
19682,954,1,77
19682,1019,1,78
19682,1149,1,79
19682,1231,1,80
19682,1268,1,81
19682,1295,1,82
19682,1405,1,83
19682,1427,1,84
19682,1559,2,35
19682,1577,1,85
19682,1686,1,86
19682,1749,1,87
19682,1819,1,88
19682,1822,1,89
19682,1889,1,90
19682,1930,1,91
19682,2424,1,92
19682,2480,1,93
19682,2679,1,94
19682,2809,1,95
19682,2859,1,96
19682,2978,1,97
19682,3215,1,98
19682,3283,1,99
19682,3352,1,100
19682,3390,1,101
19682,3459,2,36
19682,3801,1,102
19682,4153,2,37
19682,4269,6,11
19682,4446,1,103
19682,4527,1,104
19682,4533,1,105
19682,4673,3,22
19682,4677,1,106
19682,4699,4,16
19682,4753,3,23
19682,4832,1,107
19682,4859,3,24
19682,4916,1,108
19682,4983,1,109
19682,5070,1,110
19682,5075,1,111
19682,5123,1,112
19682,5265,1,113
19682,5371,10,6
19682,5465,1,114
19682,5515,1,115
19682,5791,1,116
19682,6022,1,117
19682,6098,1,118
19682,6142,1,119
19682,6151,1,120
19682,6173,1,121
19682,6206,1,122
19682,6277,1,123
19682,6373,1,124
19682,6541,1,125
19682,6569,1,126
19682,6615,1,127
19682,6845,1,128
19682,6965,1,129
19682,7253,3,25
19682,7262,1,130
19682,7291,1,131
19682,7339,1,132
19682,7352,1,133
19682,7544,7,9
19682,7608,1,134
19682,7828,1,135
19682,7900,1,136
19682,7928,1,137
19682,7977,1,138
19682,8117,1,139
19682,8239,1,140
19682,8276,1,141
19682,8277,3,26
19682,8455,1,142
19682,8533,1,143
19682,8592,1,144
19682,8705,1,145
19682,8994,1,146
19682,9004,1,147
19682,9159,1,148
19682,9255,1,149
19682,9284,1,150
19682,9286,1,151
19682,9314,1,152
19682,9364,1,153
19682,9392,1,154
19682,9497,1,155
19682,9837,1,156
19682,10213,1,157
19682,10218,1,158
19682,10461,1,159
19682,10484,1,160
19682,10677,1,161
19682,10803,1,162
19682,10956,1,163
19682,11001,1,164
19682,11071,1,165
19682,11175,1,166
19682,11222,1,167
19682,11251,1,168
19682,11760,1,169
19682,11949,1,170
19682,11956,1,171
19682,11962,1,172
19682,12019,1,173
19682,12092,1,174
19682,12176,7,10
19682,12225,1,175
19682,12316,4,17
19682,12341,1,176
19682,12578,1,177
19682,12696,1,178
19682,12785,1,179
19682,12971,1,180
19682,13039,1,181
19682,13043,1,182
19682,13311,1,183
19682,13323,1,184
19682,13379,2,38
19682,13532,1,185
19682,13735,1,186
19682,13746,1,187
19682,13835,1,188
19682,13881,1,189
19682,13902,3,27
19682,14198,1,190
19682,14549,2,39
19682,14624,2,40
19682,14650,2,41
19682,14820,1,191
19682,14886,1,192
19682,14914,1,193
19682,14931,1,194
19682,14943,2,42
19682,15071,1,195
19682,15097,1,196
19682,15113,1,197
19682,15260,1,198
19682,15264,1,199
19682,15273,1,200
19682,15364,1,201
19682,15605,1,202
19682,15615,1,203
19682,15701,1,204
19682,15842,1,205
19682,15857,2,43
19682,15977,1,206
19682,15998,1,207
19682,16068,1,208
19682,16100,13,4
19682,16191,2,44
19682,16238,1,209
19682,16267,1,210
19682,16377,1,211
19682,16617,1,212
19682,16636,2,45
19682,16653,2,46
19682,16654,1,213
19682,16973,1,214
19682,17103,1,215
19682,17124,1,216
19682,17126,1,217
19682,17437,1,218
19682,17516,1,219
19682,17606,2,47
19682,17729,1,220
19682,17777,1,221
19682,17819,1,222
19682,18009,4,18
19682,18099,1,223
19682,18109,1,224
19682,18128,1,225
19682,18173,1,226
19682,18185,1,227
19682,18239,1,228
19682,18386,1,229
19682,18428,1,230
19682,18429,1,231
19682,18653,1,232
19682,18681,1,233
19682,18687,1,234
19682,18692,1,235
19682,18740,2,48
19682,18915,1,236
19682,19032,1,237
19682,19099,1,238
19682,19517,1,239
19682,19520,1,240
19682,19552,1,241
19682,19616,2,49
19682,19667,2,50
19682,19677,1,242
19682,19736,1,243
19682,19769,1,244
19682,19897,11,5
19682,20006,1,245
19682,20076,1,246
19682,20229,1,247
19682,20250,1,248
19682,20291,1,249
19682,20467,1,250
19682,20475,1,251
19682,20520,1,252
19682,20557,1,253
19682,20747,1,254
19682,20884,1,255
19682,20897,1,256
19682,21139,1,257
19682,21265,1,258
19682,21403,1,259
19682,21674,1,260
19682,21686,1,261
19682,21747,1,262
19682,21880,2,51
19682,22053,1,263
19682,22152,1,264
19682,22457,1,265
19682,22997,1,266
19682,23004,1,267
19682,23019,1,268
19682,23077,1,269
19682,23188,1,270
19682,23302,3,28
19682,23519,2,52
19682,23546,1,271
19682,23766,1,272
19682,23861,1,273
19682,23977,10,7
19682,24395,2,53
19682,24410,1,274
19682,24476,1,275
19682,24619,1,276
19682,24683,1,277
19682,24718,1,278
19682,24760,1,279
19682,25021,1,280
19682,25051,2,54
19682,25179,17,3
19682,25198,1,281
19682,25214,3,29
19682,25271,1,282
19682,25326,1,283
19682,25447,1,284
19682,25659,1,285
19682,25674,2,55
19682,25740,1,286
19682,26044,1,287
19682,26098,1,288
19682,26111,2,56
19682,26143,1,289
19682,26153,1,290
19682,26310,1,291
19682,26332,1,292
19682,26461,1,293
19682,26812,1,294
19682,26932,1,295
19682,26938,1,296
19682,26971,8,8
19682,27054,1,297
19682,27065,1,298
19682,27423,2,57
19682,27432,1,299
19682,28151,1,300
19682,28294,1,301
19682,28363,1,302
19682,28459,1,303
19682,28512,5,12
19682,28529,1,304
19682,28589,1,305
19682,28623,1,306
19682,28642,3,30
19682,28968,1,307
19682,29166,1,308
19682,29209,5,13
19682,29312,1,309
19682,29564,3,31
19682,29784,1,310
19682,29847,1,311
19682,29868,1,312
19682,30021,1,313
19682,30081,1,314
19682,30085,1,315
19682,30127,27,2
19682,30159,1,316
19682,30223,2,58
19682,30229,4,19
19682,30319,2,59
19682,30412,2,60
19682,30460,1,317
19682,30559,1,318
19682,30562,1,319
19682,30577,1,320
19682,30633,2,61
19682,30650,1,321
19682,30660,1,322
19682,30918,1,323
19682,30982,1,324
19682,31055,1,325
19682,31194,1,326
19682,31203,1,327
19682,31288,1,328
19682,31514,1,329
19682,31521,4,20
19682,31595,1,330
19682,31802,1,331
19682,31875,4,21
19682,31934,1,332
19682,32044,1,333
19682,32095,1,334
19682,32107,3,32
19682,32276,1,335
19682,32368,1,336
19682,32386,1,337
19682,32623,1,338
19682,32851,1,339
19682,32968,5,14
19682,33003,1,340
19682,33094,3,33
19682,33113,1,341
19682,33172,1,342
19682,33195,1,343
19682,33355,1,344
19682,33490,2,62
19682,33491,1,345
19682,33664,1,346
19682,33782,5,15
19682,33786,1,347
19682,33908,1,348
19682,34081,1,349
19682,34233,1,350
19682,34265,1,351
19682,34317,1,352
19682,34526,1,353
19682,34705,1,354
19682,34739,1,355
19682,34836,1,356
19682,34877,1,357
19682,35148,1,358
19682,35153,2,63
19682,35276,1,359
19682,35356,1,360
19682,35412,1,361
19682,35437,1,362
19682,35522,1,363
19682,35600,1,364
19682,35622,1,365
19682,35680,1,366
19682,35690,2,64
19682,35779,1,367
19682,35838,1,368
19682,36078,1,369
19682,36109,1,370
19682,36200,2,65
19682,36385,58,1
19682,36387,1,371
19682,36473,1,372
19682,36704,1,373
19682,36721,1,374
19682,36781,1,375
19682,36830,1,376
19682,37013,1,377
19682,37340,1,378
19682,37382,1,379
19682,37395,1,380
19682,37478,1,381
19682,37576,1,382
19682,37586,1,383
19682,37696,1,384
19682,37771,1,385
19682,37794,1,386
19682,38296,2,66
19682,38344,1,387
19682,38448,1,388
19682,38492,1,389
19682,38516,1,390
19682,38543,1,391
5094,13426,1,1
5094,14056,1,2
5094,18967,1,3
5094,19347,1,4
5094,21248,1,5
5094,21534,1,6
5094,25661,1,7
5094,26268,1,8
5094,30263,1,9
5094,30714,1,10
5094,32329,1,11
5094,34252,1,12
5094,37412,1,13
5094,38548,1,14
30754,598,1,25
30754,762,2,14
30754,1295,1,26
30754,1449,1,27
30754,2392,1,28
30754,2426,1,29
30754,2757,1,30
30754,3106,1,31
30754,3425,2,15
30754,3667,2,16
30754,4446,1,32
30754,4675,1,33
30754,5116,3,12
30754,5250,1,34
30754,5372,1,35
30754,5813,1,36
30754,6210,1,37
30754,6340,1,38
30754,6764,1,39
30754,7034,1,40
30754,8223,2,17
30754,8358,1,41
30754,8880,1,42
30754,9087,1,43
30754,9613,1,44
30754,9930,5,7
30754,10030,1,45
30754,10073,5,8
30754,10282,1,46
30754,10833,1,47
30754,10985,1,48
30754,11596,1,49
30754,11613,1,50
30754,12218,33,1
30754,12843,1,51
30754,13171,7,5
30754,13660,1,52
30754,13947,1,53
30754,14179,1,54
30754,15177,6,6
30754,15247,1,55
30754,15404,1,56
30754,16575,1,57
30754,16768,2,18
30754,17118,1,58
30754,17868,1,59
30754,18610,2,19
30754,19125,1,60
30754,19255,1,61
30754,19694,1,62
30754,19797,1,63
30754,20216,1,64
30754,20266,1,65
30754,20404,8,4
30754,20789,1,66
30754,20858,1,67
30754,20956,1,68
30754,21026,1,69
30754,22370,2,20
30754,22376,1,70
30754,23200,2,21
30754,23518,1,71
30754,23975,1,72
30754,24612,1,73
30754,25355,1,74
30754,26696,4,9
30754,26778,1,75
30754,27239,18,2
30754,27781,1,76
30754,28082,1,77
30754,28715,1,78
30754,28727,1,79
30754,28743,1,80
30754,29023,4,10
30754,29376,1,81
30754,29610,1,82
30754,29949,14,3
30754,30108,1,83
30754,30948,3,13
30754,31214,1,84
30754,31794,2,22
30754,31819,1,85
30754,31898,2,23
30754,32382,1,86
30754,32527,1,87
30754,33213,1,88
30754,33350,1,89
30754,33845,1,90
30754,34674,1,91
30754,35148,1,92
30754,36409,1,93
30754,36617,4,11
30754,37274,1,94
30754,38212,1,95
30754,38363,1,96
30754,38650,2,24
30754,38738,1,97
21887,3345,1,8
21887,4322,1,9
21887,5075,1,10
21887,6454,1,11
21887,7712,1,12
21887,8480,1,13
21887,9165,1,14
21887,10031,1,15
21887,10035,1,16
21887,10798,1,17
21887,11800,1,18
21887,11828,1,19
21887,12172,1,20
21887,12487,1,21
21887,14353,1,22
21887,14803,4,2
21887,15243,1,23
21887,15348,1,24
21887,15902,1,25
21887,16377,1,26
21887,16517,2,3
21887,18355,1,27
21887,18557,1,28
21887,18566,1,29
21887,18765,1,30
21887,22239,1,31
21887,25649,1,32
21887,26129,2,4
21887,27183,1,33
21887,28628,1,34
21887,28660,2,5
21887,30854,1,35
21887,30926,6,1
21887,31623,1,36
21887,32981,2,6
21887,33182,1,37
21887,37040,1,38
21887,37318,1,39
21887,37401,1,40
21887,38551,2,7
